prompt,response,instructions
"Player has 4293 hp and 139 mp. Enemy has 3288 hp and 400 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was attack.",The next action to take is [attack],Consider using [meteor spell] for more damage.
"Player has 2951 hp and 68 mp. Enemy has 496 hp and 756 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was attack.",The next action to take is [fire spell],Consider using [meteor spell] for more damage.
"Player has 4340 hp and 132 mp. Enemy has 1231 hp and 146 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was fire spell.",The next action to take is [meteor spell],Consider using [meteor spell] for more damage.
"Player has 4242 hp and 15 mp. Enemy has 2227 hp and 619 mp. Available actions: attack, potion, elixer. Last enemy move was fire spell.",The next action to take is [elixer],Consider using [attack] for more damage.
"Player has 4796 hp and 114 mp. Enemy has 4279 hp and 27 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was fire spell.",The next action to take is [meteor spell],Consider using [meteor spell] for more damage.
"Player has 4080 hp and 144 mp. Enemy has 591 hp and 147 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was attack.",The next action to take is [blizzard spell],Consider using [meteor spell] for more damage.
"Player has 182 hp and 126 mp. Enemy has 41 hp and 633 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was fire spell.",The next action to take is [fire spell],Consider using [meteor spell] for more damage.
"Player has 3918 hp and 92 mp. Enemy has 370 hp and 793 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was cura spell.",The next action to take is [fire spell],Consider using [meteor spell] for more damage.
"Player has 3502 hp and 4 mp. Enemy has 1882 hp and 258 mp. Available actions: attack, potion, elixer. Last enemy move was attack.",The next action to take is [attack],Consider using [attack] for more damage.
"Player has 3966 hp and 83 mp. Enemy has 3805 hp and 633 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was attack.",The next action to take is [meteor spell],Consider using [meteor spell] for more damage.
"Player has 500 hp and 71 mp. Enemy has 3444 hp and 585 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was cura spell.",The next action to take is [meteor spell],You should use [cura spell] to heal more HP.
"Player has 3375 hp and 97 mp. Enemy has 1793 hp and 686 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was attack.",The next action to take is [cura spell],Consider using [meteor spell] for more damage.
"Player has 143 hp and 123 mp. Enemy has 1954 hp and 385 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was cura spell.",The next action to take is [fire spell],You should use [cura spell] to heal more HP.
"Player has 352 hp and 28 mp. Enemy has 914 hp and 454 mp. Available actions: attack, fire spell, potion, elixer. Last enemy move was fire spell.",The next action to take is [elixer],Consider using [fire spell] for more damage.
"Player has 1464 hp and 82 mp. Enemy has 4668 hp and 262 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was cura spell.",The next action to take is [thunder spell],Consider using [meteor spell] for more damage.
"Player has 377 hp and 132 mp. Enemy has 2959 hp and 528 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was fire spell.",The next action to take is [thunder spell],You should use [cura spell] to heal more HP.
"Player has 2715 hp and 105 mp. Enemy has 1716 hp and 393 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was fire spell.",The next action to take is [potion],Consider using [meteor spell] for more damage.
"Player has 2837 hp and 115 mp. Enemy has 4483 hp and 282 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was cura spell.",The next action to take is [potion],Consider using [meteor spell] for more damage.
"Player has 2145 hp and 147 mp. Enemy has 4970 hp and 34 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was cura spell.",The next action to take is [blizzard spell],Consider using [meteor spell] for more damage.
"Player has 2955 hp and 83 mp. Enemy has 4060 hp and 282 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was cura spell.",The next action to take is [meteor spell],Consider using [meteor spell] for more damage.
"Player has 4238 hp and 132 mp. Enemy has 3829 hp and 340 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was fire spell.",The next action to take is [thunder spell],Consider using [meteor spell] for more damage.
"Player has 552 hp and 115 mp. Enemy has 4243 hp and 445 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was fire spell.",The next action to take is [fire spell],You should use [cura spell] to heal more HP.
"Player has 1420 hp and 34 mp. Enemy has 2975 hp and 39 mp. Available actions: attack, fire spell, thunder spell, cura spell, potion, elixer. Last enemy move was fire spell.",The next action to take is [cura spell],Consider using [thunder spell] for more damage.
"Player has 1431 hp and 45 mp. Enemy has 666 hp and 790 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was cura spell.",The next action to take is [blizzard spell],Consider using [meteor spell] for more damage.
"Player has 4335 hp and 30 mp. Enemy has 235 hp and 779 mp. Available actions: attack, fire spell, thunder spell, potion, elixer. Last enemy move was cura spell.",The next action to take is [fire spell],Consider using [thunder spell] for more damage.
"Player has 3403 hp and 102 mp. Enemy has 2697 hp and 255 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was attack.",The next action to take is [blizzard spell],Consider using [meteor spell] for more damage.
"Player has 4201 hp and 39 mp. Enemy has 3085 hp and 475 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, cura spell, potion, elixer. Last enemy move was fire spell.",The next action to take is [fire spell],Consider using [blizzard spell] for more damage.
"Player has 4981 hp and 141 mp. Enemy has 3893 hp and 479 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was fire spell.",The next action to take is [thunder spell],Consider using [meteor spell] for more damage.
"Player has 2766 hp and 10 mp. Enemy has 485 hp and 364 mp. Available actions: attack, potion, elixer. Last enemy move was fire spell.",The next action to take is [potion],Consider using [attack] for more damage.
"Player has 2963 hp and 99 mp. Enemy has 772 hp and 472 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was attack.",The next action to take is [cura spell],Consider using [meteor spell] for more damage.
"Player has 2688 hp and 77 mp. Enemy has 1897 hp and 175 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was fire spell.",The next action to take is [fire spell],Consider using [meteor spell] for more damage.
"Player has 2219 hp and 40 mp. Enemy has 2341 hp and 315 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was fire spell.",The next action to take is [elixer],Consider using [meteor spell] for more damage.
"Player has 3252 hp and 148 mp. Enemy has 624 hp and 715 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was cura spell.",The next action to take is [potion],Consider using [meteor spell] for more damage.
"Player has 3022 hp and 41 mp. Enemy has 3201 hp and 754 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was cura spell.",The next action to take is [elixer],Consider using [meteor spell] for more damage.
"Player has 1683 hp and 147 mp. Enemy has 1793 hp and 116 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was attack.",The next action to take is [cura spell],Consider using [meteor spell] for more damage.
"Player has 1089 hp and 139 mp. Enemy has 1074 hp and 780 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was cura spell.",The next action to take is [fire spell],Consider using [meteor spell] for more damage.
"Player has 4935 hp and 4 mp. Enemy has 1350 hp and 728 mp. Available actions: attack, potion, elixer. Last enemy move was attack.",The next action to take is [potion],Consider using [attack] for more damage.
"Player has 656 hp and 107 mp. Enemy has 1791 hp and 59 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was cura spell.",The next action to take is [thunder spell],You should use [cura spell] to heal more HP.
"Player has 2777 hp and 1 mp. Enemy has 1496 hp and 273 mp. Available actions: attack, potion, elixer. Last enemy move was fire spell.",The next action to take is [attack],Consider using [attack] for more damage.
"Player has 1176 hp and 128 mp. Enemy has 4357 hp and 107 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was attack.",The next action to take is [thunder spell],Consider using [meteor spell] for more damage.
"Player has 4201 hp and 108 mp. Enemy has 3995 hp and 769 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was cura spell.",The next action to take is [thunder spell],Consider using [meteor spell] for more damage.
"Player has 2204 hp and 48 mp. Enemy has 363 hp and 441 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was attack.",The next action to take is [cura spell],Consider using [meteor spell] for more damage.
"Player has 1035 hp and 64 mp. Enemy has 2887 hp and 668 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was attack.",The next action to take is [meteor spell],Consider using [meteor spell] for more damage.
"Player has 4625 hp and 71 mp. Enemy has 3164 hp and 277 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was attack.",The next action to take is [fire spell],Consider using [meteor spell] for more damage.
"Player has 2396 hp and 16 mp. Enemy has 3054 hp and 61 mp. Available actions: attack, potion, elixer. Last enemy move was attack.",The next action to take is [potion],Consider using [attack] for more damage.
"Player has 1570 hp and 14 mp. Enemy has 629 hp and 141 mp. Available actions: attack, potion, elixer. Last enemy move was attack.",The next action to take is [elixer],Consider using [attack] for more damage.
"Player has 116 hp and 69 mp. Enemy has 3436 hp and 537 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was cura spell.",The next action to take is [elixer],You should use [cura spell] to heal more HP.
"Player has 3213 hp and 53 mp. Enemy has 1167 hp and 652 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was fire spell.",The next action to take is [attack],Consider using [meteor spell] for more damage.
"Player has 1409 hp and 146 mp. Enemy has 2996 hp and 103 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was cura spell.",The next action to take is [meteor spell],Consider using [meteor spell] for more damage.
"Player has 3971 hp and 39 mp. Enemy has 1192 hp and 228 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, cura spell, potion, elixer. Last enemy move was cura spell.",The next action to take is [blizzard spell],Consider using [blizzard spell] for more damage.
"Player has 2429 hp and 2 mp. Enemy has 1592 hp and 0 mp. Available actions: attack, potion, elixer. Last enemy move was fire spell.",The next action to take is [potion],Consider using [attack] for more damage.
"Player has 1002 hp and 146 mp. Enemy has 1419 hp and 342 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was attack.",The next action to take is [fire spell],Consider using [meteor spell] for more damage.
"Player has 1607 hp and 57 mp. Enemy has 2236 hp and 323 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was fire spell.",The next action to take is [thunder spell],Consider using [meteor spell] for more damage.
"Player has 4557 hp and 42 mp. Enemy has 1099 hp and 727 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was fire spell.",The next action to take is [attack],Consider using [meteor spell] for more damage.
"Player has 4154 hp and 119 mp. Enemy has 4957 hp and 579 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was fire spell.",The next action to take is [elixer],Consider using [meteor spell] for more damage.
"Player has 3112 hp and 103 mp. Enemy has 3004 hp and 702 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was fire spell.",The next action to take is [attack],Consider using [meteor spell] for more damage.
"Player has 2916 hp and 111 mp. Enemy has 1196 hp and 16 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was attack.",The next action to take is [blizzard spell],Consider using [meteor spell] for more damage.
"Player has 2630 hp and 47 mp. Enemy has 3000 hp and 490 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was attack.",The next action to take is [meteor spell],Consider using [meteor spell] for more damage.
"Player has 2590 hp and 51 mp. Enemy has 1961 hp and 555 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was cura spell.",The next action to take is [fire spell],Consider using [meteor spell] for more damage.
"Player has 4546 hp and 84 mp. Enemy has 910 hp and 702 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was cura spell.",The next action to take is [thunder spell],Consider using [meteor spell] for more damage.
"Player has 2293 hp and 68 mp. Enemy has 993 hp and 197 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was attack.",The next action to take is [meteor spell],Consider using [meteor spell] for more damage.
"Player has 3118 hp and 54 mp. Enemy has 4187 hp and 131 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was attack.",The next action to take is [potion],Consider using [meteor spell] for more damage.
"Player has 866 hp and 119 mp. Enemy has 4347 hp and 507 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was attack.",The next action to take is [potion],Consider using [meteor spell] for more damage.
"Player has 1110 hp and 136 mp. Enemy has 2979 hp and 373 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was cura spell.",The next action to take is [attack],Consider using [meteor spell] for more damage.
"Player has 1837 hp and 13 mp. Enemy has 2220 hp and 280 mp. Available actions: attack, potion, elixer. Last enemy move was cura spell.",The next action to take is [attack],Consider using [attack] for more damage.
"Player has 2271 hp and 4 mp. Enemy has 545 hp and 140 mp. Available actions: attack, potion, elixer. Last enemy move was cura spell.",The next action to take is [potion],Consider using [attack] for more damage.
"Player has 3271 hp and 83 mp. Enemy has 3404 hp and 380 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was fire spell.",The next action to take is [potion],Consider using [meteor spell] for more damage.
"Player has 210 hp and 132 mp. Enemy has 4992 hp and 744 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was fire spell.",The next action to take is [thunder spell],You should use [cura spell] to heal more HP.
"Player has 3595 hp and 76 mp. Enemy has 1545 hp and 434 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was fire spell.",The next action to take is [fire spell],Consider using [meteor spell] for more damage.
"Player has 1408 hp and 97 mp. Enemy has 2312 hp and 726 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was attack.",The next action to take is [elixer],Consider using [meteor spell] for more damage.
"Player has 2475 hp and 57 mp. Enemy has 1983 hp and 751 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was cura spell.",The next action to take is [attack],Consider using [meteor spell] for more damage.
"Player has 3647 hp and 39 mp. Enemy has 1663 hp and 369 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, cura spell, potion, elixer. Last enemy move was attack.",The next action to take is [thunder spell],Consider using [blizzard spell] for more damage.
"Player has 1246 hp and 29 mp. Enemy has 1100 hp and 81 mp. Available actions: attack, fire spell, potion, elixer. Last enemy move was cura spell.",The next action to take is [attack],Consider using [fire spell] for more damage.
"Player has 2693 hp and 11 mp. Enemy has 3679 hp and 181 mp. Available actions: attack, potion, elixer. Last enemy move was cura spell.",The next action to take is [attack],Consider using [attack] for more damage.
"Player has 1834 hp and 149 mp. Enemy has 1357 hp and 306 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was cura spell.",The next action to take is [attack],Consider using [meteor spell] for more damage.
"Player has 2087 hp and 76 mp. Enemy has 4563 hp and 465 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was fire spell.",The next action to take is [elixer],Consider using [meteor spell] for more damage.
"Player has 202 hp and 89 mp. Enemy has 512 hp and 48 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was cura spell.",The next action to take is [elixer],Consider using [meteor spell] for more damage.
"Player has 590 hp and 79 mp. Enemy has 1438 hp and 365 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was attack.",The next action to take is [meteor spell],You should use [cura spell] to heal more HP.
"Player has 1985 hp and 6 mp. Enemy has 1408 hp and 86 mp. Available actions: attack, potion, elixer. Last enemy move was attack.",The next action to take is [elixer],Consider using [attack] for more damage.
"Player has 4126 hp and 50 mp. Enemy has 1937 hp and 642 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was attack.",The next action to take is [potion],Consider using [meteor spell] for more damage.
"Player has 1635 hp and 134 mp. Enemy has 1794 hp and 480 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was fire spell.",The next action to take is [potion],Consider using [meteor spell] for more damage.
"Player has 2317 hp and 55 mp. Enemy has 3251 hp and 543 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was cura spell.",The next action to take is [elixer],Consider using [meteor spell] for more damage.
"Player has 2231 hp and 129 mp. Enemy has 3904 hp and 761 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was fire spell.",The next action to take is [thunder spell],Consider using [meteor spell] for more damage.
"Player has 4046 hp and 138 mp. Enemy has 2416 hp and 276 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was fire spell.",The next action to take is [cura spell],Consider using [meteor spell] for more damage.
"Player has 3343 hp and 135 mp. Enemy has 844 hp and 173 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was attack.",The next action to take is [blizzard spell],Consider using [meteor spell] for more damage.
"Player has 3361 hp and 37 mp. Enemy has 2540 hp and 147 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, cura spell, potion, elixer. Last enemy move was cura spell.",The next action to take is [thunder spell],Consider using [blizzard spell] for more damage.
"Player has 4822 hp and 28 mp. Enemy has 1311 hp and 795 mp. Available actions: attack, fire spell, potion, elixer. Last enemy move was attack.",The next action to take is [fire spell],Consider using [fire spell] for more damage.
"Player has 4815 hp and 48 mp. Enemy has 3506 hp and 743 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was cura spell.",The next action to take is [blizzard spell],Consider using [meteor spell] for more damage.
"Player has 4810 hp and 135 mp. Enemy has 541 hp and 397 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was fire spell.",The next action to take is [blizzard spell],Consider using [meteor spell] for more damage.
"Player has 2223 hp and 44 mp. Enemy has 2652 hp and 260 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was fire spell.",The next action to take is [cura spell],Consider using [meteor spell] for more damage.
"Player has 4888 hp and 3 mp. Enemy has 510 hp and 771 mp. Available actions: attack, potion, elixer. Last enemy move was attack.",The next action to take is [attack],Consider using [attack] for more damage.
"Player has 2729 hp and 20 mp. Enemy has 4142 hp and 59 mp. Available actions: attack, potion, elixer. Last enemy move was cura spell.",The next action to take is [potion],Consider using [attack] for more damage.
"Player has 1262 hp and 24 mp. Enemy has 3328 hp and 432 mp. Available actions: attack, potion, elixer. Last enemy move was cura spell.",The next action to take is [attack],Consider using [attack] for more damage.
"Player has 4736 hp and 130 mp. Enemy has 2342 hp and 76 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was cura spell.",The next action to take is [potion],Consider using [meteor spell] for more damage.
"Player has 3720 hp and 7 mp. Enemy has 342 hp and 102 mp. Available actions: attack, potion, elixer. Last enemy move was fire spell.",The next action to take is [elixer],Consider using [attack] for more damage.
"Player has 2854 hp and 141 mp. Enemy has 657 hp and 504 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was attack.",The next action to take is [cura spell],Consider using [meteor spell] for more damage.
"Player has 4573 hp and 123 mp. Enemy has 3327 hp and 573 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was fire spell.",The next action to take is [blizzard spell],Consider using [meteor spell] for more damage.
"Player has 1061 hp and 125 mp. Enemy has 2835 hp and 482 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was cura spell.",The next action to take is [thunder spell],Consider using [meteor spell] for more damage.
"Player has 3086 hp and 18 mp. Enemy has 1000 hp and 403 mp. Available actions: attack, potion, elixer. Last enemy move was cura spell.",The next action to take is [potion],Consider using [attack] for more damage.
"Player has 235 hp and 139 mp. Enemy has 3308 hp and 75 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was cura spell.",The next action to take is [cura spell],You should use [cura spell] to heal more HP.
"Player has 3411 hp and 13 mp. Enemy has 1999 hp and 601 mp. Available actions: attack, potion, elixer. Last enemy move was fire spell.",The next action to take is [potion],Consider using [attack] for more damage.
"Player has 2952 hp and 20 mp. Enemy has 1643 hp and 562 mp. Available actions: attack, potion, elixer. Last enemy move was cura spell.",The next action to take is [attack],Consider using [attack] for more damage.
"Player has 3391 hp and 4 mp. Enemy has 4580 hp and 355 mp. Available actions: attack, potion, elixer. Last enemy move was fire spell.",The next action to take is [potion],Consider using [attack] for more damage.
"Player has 1152 hp and 99 mp. Enemy has 225 hp and 282 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was attack.",The next action to take is [meteor spell],Consider using [meteor spell] for more damage.
"Player has 3225 hp and 105 mp. Enemy has 1044 hp and 353 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was fire spell.",The next action to take is [thunder spell],Consider using [meteor spell] for more damage.
"Player has 4542 hp and 83 mp. Enemy has 4938 hp and 242 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was fire spell.",The next action to take is [meteor spell],Consider using [meteor spell] for more damage.
"Player has 2468 hp and 7 mp. Enemy has 936 hp and 777 mp. Available actions: attack, potion, elixer. Last enemy move was cura spell.",The next action to take is [elixer],Consider using [attack] for more damage.
"Player has 1797 hp and 137 mp. Enemy has 3997 hp and 32 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was fire spell.",The next action to take is [meteor spell],Consider using [meteor spell] for more damage.
"Player has 2335 hp and 75 mp. Enemy has 4925 hp and 310 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was fire spell.",The next action to take is [fire spell],Consider using [meteor spell] for more damage.
"Player has 27 hp and 15 mp. Enemy has 201 hp and 677 mp. Available actions: attack, potion, elixer. Last enemy move was cura spell.",The next action to take is [attack],Consider using [attack] for more damage.
"Player has 576 hp and 136 mp. Enemy has 3332 hp and 765 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was cura spell.",The next action to take is [meteor spell],You should use [cura spell] to heal more HP.
"Player has 896 hp and 130 mp. Enemy has 4215 hp and 256 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was attack.",The next action to take is [elixer],Consider using [meteor spell] for more damage.
"Player has 3392 hp and 113 mp. Enemy has 3406 hp and 330 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was attack.",The next action to take is [attack],Consider using [meteor spell] for more damage.
"Player has 2818 hp and 150 mp. Enemy has 359 hp and 113 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was cura spell.",The next action to take is [meteor spell],Consider using [meteor spell] for more damage.
"Player has 212 hp and 132 mp. Enemy has 1370 hp and 670 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was fire spell.",The next action to take is [elixer],You should use [cura spell] to heal more HP.
"Player has 1802 hp and 120 mp. Enemy has 1327 hp and 671 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was fire spell.",The next action to take is [cura spell],Consider using [meteor spell] for more damage.
"Player has 3780 hp and 103 mp. Enemy has 3975 hp and 259 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was cura spell.",The next action to take is [cura spell],Consider using [meteor spell] for more damage.
"Player has 3844 hp and 12 mp. Enemy has 3973 hp and 18 mp. Available actions: attack, potion, elixer. Last enemy move was attack.",The next action to take is [elixer],Consider using [attack] for more damage.
"Player has 3213 hp and 108 mp. Enemy has 4203 hp and 567 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was cura spell.",The next action to take is [thunder spell],Consider using [meteor spell] for more damage.
"Player has 2957 hp and 103 mp. Enemy has 1330 hp and 580 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was fire spell.",The next action to take is [fire spell],Consider using [meteor spell] for more damage.
"Player has 1703 hp and 72 mp. Enemy has 1375 hp and 716 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was attack.",The next action to take is [attack],Consider using [meteor spell] for more damage.
"Player has 2665 hp and 147 mp. Enemy has 2965 hp and 494 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was attack.",The next action to take is [elixer],Consider using [meteor spell] for more damage.
"Player has 4804 hp and 7 mp. Enemy has 2120 hp and 370 mp. Available actions: attack, potion, elixer. Last enemy move was cura spell.",The next action to take is [elixer],Consider using [attack] for more damage.
"Player has 14 hp and 84 mp. Enemy has 3020 hp and 451 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was fire spell.",The next action to take is [blizzard spell],You should use [cura spell] to heal more HP.
