prompt,response,instructions
"Player has 2190 hp and 143 mp. Enemy has 2067 hp and 590 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was attack.",The next action to take is [cura spell],Consider using [meteor spell] for more damage.
"Player has 757 hp and 89 mp. Enemy has 2787 hp and 166 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was fire spell.",The next action to take is [grenade],You should use [cura spell] to heal more HP.
"Player has 947 hp and 73 mp. Enemy has 2830 hp and 621 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was attack.",The next action to take is [thunder spell],Consider using [meteor spell] for more damage.
"Player has 788 hp and 105 mp. Enemy has 3534 hp and 638 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was attack.",The next action to take is [blizzard spell],You should use [cura spell] to heal more HP.
"Player has 4504 hp and 20 mp. Enemy has 1603 hp and 324 mp. Available actions: attack, potion, grenade, elixer. Last enemy move was attack.",The next action to take is [elixer],Consider using [grenade] for more damage.
"Player has 659 hp and 9 mp. Enemy has 1298 hp and 52 mp. Available actions: attack, potion, grenade, elixer. Last enemy move was cura spell.",The next action to take is [grenade],You should use a [potion] to heal.
"Player has 1268 hp and 134 mp. Enemy has 242 hp and 223 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was cura spell.",The next action to take is [thunder spell],Consider using [meteor spell] for more damage.
"Player has 1107 hp and 106 mp. Enemy has 2988 hp and 455 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was fire spell.",The next action to take is [meteor spell],Consider using [meteor spell] for more damage.
"Player has 1450 hp and 4 mp. Enemy has 3725 hp and 687 mp. Available actions: attack, potion, grenade, elixer. Last enemy move was fire spell.",The next action to take is [attack],Consider using [grenade] for more damage.
"Player has 1397 hp and 10 mp. Enemy has 4213 hp and 394 mp. Available actions: attack, potion, grenade, elixer. Last enemy move was attack.",The next action to take is [potion],Consider using [grenade] for more damage.
"Player has 618 hp and 23 mp. Enemy has 570 hp and 559 mp. Available actions: attack, potion, grenade, elixer. Last enemy move was cura spell.",The next action to take is [potion],Consider using [grenade] for more damage.
"Player has 4444 hp and 41 mp. Enemy has 821 hp and 754 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was fire spell.",The next action to take is [grenade],Consider using [meteor spell] for more damage.
"Player has 543 hp and 94 mp. Enemy has 3152 hp and 354 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was cura spell.",The next action to take is [thunder spell],You should use [cura spell] to heal more HP.
"Player has 16 hp and 126 mp. Enemy has 2532 hp and 495 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was fire spell.",The next action to take is [grenade],You should use [cura spell] to heal more HP.
"Player has 460 hp and 9 mp. Enemy has 3941 hp and 382 mp. Available actions: attack, potion, grenade, elixer. Last enemy move was cura spell.",The next action to take is [potion],You should use [elixer] to fully restore health and MP.
"Player has 4857 hp and 146 mp. Enemy has 1065 hp and 719 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was cura spell.",The next action to take is [elixer],Consider using [meteor spell] for more damage.
"Player has 2129 hp and 23 mp. Enemy has 2061 hp and 679 mp. Available actions: attack, potion, grenade, elixer. Last enemy move was cura spell.",The next action to take is [elixer],Consider using [grenade] for more damage.
"Player has 329 hp and 85 mp. Enemy has 1041 hp and 682 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was attack.",The next action to take is [fire spell],You should use [cura spell] to heal more HP.
"Player has 2040 hp and 125 mp. Enemy has 1580 hp and 196 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was cura spell.",The next action to take is [blizzard spell],Consider using [meteor spell] for more damage.
"Player has 1301 hp and 64 mp. Enemy has 1670 hp and 245 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was attack.",The next action to take is [grenade],Consider using [meteor spell] for more damage.
"Player has 2521 hp and 9 mp. Enemy has 1722 hp and 442 mp. Available actions: attack, potion, grenade, elixer. Last enemy move was cura spell.",The next action to take is [grenade],Consider using [grenade] for more damage.
"Player has 3837 hp and 62 mp. Enemy has 1044 hp and 657 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was fire spell.",The next action to take is [fire spell],Consider using [meteor spell] for more damage.
"Player has 3643 hp and 6 mp. Enemy has 3566 hp and 388 mp. Available actions: attack, potion, grenade, elixer. Last enemy move was cura spell.",The next action to take is [potion],Consider using [grenade] for more damage.
"Player has 4415 hp and 74 mp. Enemy has 1628 hp and 115 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was fire spell.",The next action to take is [meteor spell],Consider using [meteor spell] for more damage.
"Player has 1221 hp and 66 mp. Enemy has 3950 hp and 131 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was fire spell.",The next action to take is [fire spell],Consider using [meteor spell] for more damage.
"Player has 312 hp and 18 mp. Enemy has 260 hp and 769 mp. Available actions: attack, potion, grenade, elixer. Last enemy move was attack.",The next action to take is [potion],Consider using [grenade] for more damage.
"Player has 1765 hp and 148 mp. Enemy has 1906 hp and 731 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was attack.",The next action to take is [grenade],Consider using [meteor spell] for more damage.
"Player has 3459 hp and 12 mp. Enemy has 3419 hp and 655 mp. Available actions: attack, potion, grenade, elixer. Last enemy move was cura spell.",The next action to take is [elixer],Consider using [grenade] for more damage.
"Player has 371 hp and 78 mp. Enemy has 2569 hp and 373 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was attack.",The next action to take is [meteor spell],You should use [cura spell] to heal more HP.
"Player has 1753 hp and 114 mp. Enemy has 3498 hp and 379 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was cura spell.",The next action to take is [meteor spell],Consider using [meteor spell] for more damage.
"Player has 3097 hp and 64 mp. Enemy has 2076 hp and 651 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was cura spell.",The next action to take is [cura spell],Consider using [meteor spell] for more damage.
"Player has 2229 hp and 9 mp. Enemy has 2521 hp and 15 mp. Available actions: attack, potion, grenade, elixer. Last enemy move was fire spell.",The next action to take is [elixer],Consider using [grenade] for more damage.
"Player has 3996 hp and 96 mp. Enemy has 644 hp and 474 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was fire spell.",The next action to take is [elixer],Consider using [meteor spell] for more damage.
"Player has 4726 hp and 95 mp. Enemy has 3083 hp and 428 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was attack.",The next action to take is [grenade],Consider using [meteor spell] for more damage.
"Player has 2405 hp and 13 mp. Enemy has 3900 hp and 237 mp. Available actions: attack, potion, grenade, elixer. Last enemy move was cura spell.",The next action to take is [elixer],Consider using [grenade] for more damage.
"Player has 3172 hp and 84 mp. Enemy has 4459 hp and 221 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was attack.",The next action to take is [thunder spell],Consider using [meteor spell] for more damage.
"Player has 1702 hp and 127 mp. Enemy has 2027 hp and 645 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was attack.",The next action to take is [cura spell],Consider using [meteor spell] for more damage.
"Player has 3486 hp and 125 mp. Enemy has 4310 hp and 744 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was fire spell.",The next action to take is [grenade],Consider using [meteor spell] for more damage.
"Player has 4764 hp and 11 mp. Enemy has 1368 hp and 259 mp. Available actions: attack, potion, grenade, elixer. Last enemy move was fire spell.",The next action to take is [potion],Consider using [grenade] for more damage.
"Player has 1656 hp and 9 mp. Enemy has 4186 hp and 57 mp. Available actions: attack, potion, grenade, elixer. Last enemy move was attack.",The next action to take is [grenade],Consider using [grenade] for more damage.
"Player has 4022 hp and 13 mp. Enemy has 797 hp and 40 mp. Available actions: attack, potion, grenade, elixer. Last enemy move was cura spell.",The next action to take is [elixer],Consider using [grenade] for more damage.
"Player has 946 hp and 66 mp. Enemy has 444 hp and 32 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was attack.",The next action to take is [attack],Consider using [meteor spell] for more damage.
"Player has 2387 hp and 99 mp. Enemy has 3991 hp and 738 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was fire spell.",The next action to take is [thunder spell],Consider using [meteor spell] for more damage.
"Player has 4746 hp and 55 mp. Enemy has 2954 hp and 439 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was cura spell.",The next action to take is [elixer],Consider using [meteor spell] for more damage.
"Player has 502 hp and 134 mp. Enemy has 940 hp and 43 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was cura spell.",The next action to take is [attack],Consider using [meteor spell] for more damage.
"Player has 1395 hp and 43 mp. Enemy has 2575 hp and 783 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was cura spell.",The next action to take is [meteor spell],Consider using [meteor spell] for more damage.
"Player has 3773 hp and 90 mp. Enemy has 4904 hp and 59 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was fire spell.",The next action to take is [thunder spell],Consider using [meteor spell] for more damage.
"Player has 3157 hp and 120 mp. Enemy has 1647 hp and 365 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was fire spell.",The next action to take is [fire spell],Consider using [meteor spell] for more damage.
"Player has 1057 hp and 77 mp. Enemy has 3840 hp and 595 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was attack.",The next action to take is [potion],Consider using [meteor spell] for more damage.
"Player has 1757 hp and 148 mp. Enemy has 3814 hp and 250 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was fire spell.",The next action to take is [thunder spell],Consider using [meteor spell] for more damage.
"Player has 4496 hp and 129 mp. Enemy has 822 hp and 390 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was fire spell.",The next action to take is [thunder spell],Consider using [meteor spell] for more damage.
"Player has 2979 hp and 43 mp. Enemy has 263 hp and 406 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was attack.",The next action to take is [elixer],Consider using [meteor spell] for more damage.
"Player has 2611 hp and 1 mp. Enemy has 4241 hp and 30 mp. Available actions: attack, potion, grenade, elixer. Last enemy move was fire spell.",The next action to take is [elixer],Consider using [grenade] for more damage.
"Player has 2011 hp and 72 mp. Enemy has 1198 hp and 765 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was fire spell.",The next action to take is [fire spell],Consider using [meteor spell] for more damage.
"Player has 4357 hp and 108 mp. Enemy has 3165 hp and 430 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was cura spell.",The next action to take is [thunder spell],Consider using [meteor spell] for more damage.
"Player has 4688 hp and 3 mp. Enemy has 313 hp and 597 mp. Available actions: attack, potion, grenade, elixer. Last enemy move was attack.",The next action to take is [grenade],Consider using [grenade] for more damage.
"Player has 2617 hp and 141 mp. Enemy has 4260 hp and 393 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was fire spell.",The next action to take is [meteor spell],Consider using [meteor spell] for more damage.
"Player has 3427 hp and 89 mp. Enemy has 1140 hp and 551 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was cura spell.",The next action to take is [cura spell],Consider using [meteor spell] for more damage.
"Player has 2667 hp and 150 mp. Enemy has 894 hp and 259 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was fire spell.",The next action to take is [blizzard spell],Consider using [meteor spell] for more damage.
"Player has 1106 hp and 65 mp. Enemy has 4445 hp and 92 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was attack.",The next action to take is [grenade],Consider using [meteor spell] for more damage.
"Player has 483 hp and 81 mp. Enemy has 3035 hp and 569 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was fire spell.",The next action to take is [fire spell],You should use [cura spell] to heal more HP.
"Player has 3124 hp and 28 mp. Enemy has 3685 hp and 148 mp. Available actions: attack, fire spell, potion, grenade, elixer. Last enemy move was cura spell.",The next action to take is [fire spell],Consider using [fire spell] for more damage.
"Player has 1330 hp and 94 mp. Enemy has 1929 hp and 231 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was fire spell.",The next action to take is [potion],Consider using [meteor spell] for more damage.
"Player has 56 hp and 131 mp. Enemy has 3449 hp and 419 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was attack.",The next action to take is [attack],You should use [cura spell] to heal more HP.
"Player has 1772 hp and 76 mp. Enemy has 4339 hp and 705 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was attack.",The next action to take is [potion],Consider using [meteor spell] for more damage.
"Player has 4295 hp and 68 mp. Enemy has 240 hp and 638 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was cura spell.",The next action to take is [potion],Consider using [meteor spell] for more damage.
"Player has 1323 hp and 27 mp. Enemy has 5000 hp and 305 mp. Available actions: attack, fire spell, potion, grenade, elixer. Last enemy move was fire spell.",The next action to take is [fire spell],Consider using [fire spell] for more damage.
"Player has 2703 hp and 19 mp. Enemy has 3049 hp and 793 mp. Available actions: attack, potion, grenade, elixer. Last enemy move was fire spell.",The next action to take is [grenade],Consider using [grenade] for more damage.
"Player has 371 hp and 105 mp. Enemy has 4028 hp and 705 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was fire spell.",The next action to take is [attack],You should use [cura spell] to heal more HP.
"Player has 4137 hp and 125 mp. Enemy has 3606 hp and 72 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was cura spell.",The next action to take is [cura spell],Consider using [meteor spell] for more damage.
"Player has 364 hp and 87 mp. Enemy has 1357 hp and 466 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was cura spell.",The next action to take is [elixer],You should use [cura spell] to heal more HP.
"Player has 425 hp and 91 mp. Enemy has 1747 hp and 121 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was cura spell.",The next action to take is [attack],You should use [cura spell] to heal more HP.
"Player has 88 hp and 25 mp. Enemy has 1936 hp and 351 mp. Available actions: attack, fire spell, potion, grenade, elixer. Last enemy move was fire spell.",The next action to take is [elixer],You should use a [potion] to heal.
"Player has 4177 hp and 143 mp. Enemy has 3499 hp and 599 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was cura spell.",The next action to take is [fire spell],Consider using [meteor spell] for more damage.
"Player has 496 hp and 87 mp. Enemy has 4224 hp and 637 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was cura spell.",The next action to take is [potion],You should use [cura spell] to heal more HP.
"Player has 2806 hp and 61 mp. Enemy has 2441 hp and 242 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was cura spell.",The next action to take is [potion],Consider using [meteor spell] for more damage.
"Player has 279 hp and 21 mp. Enemy has 2439 hp and 400 mp. Available actions: attack, potion, grenade, elixer. Last enemy move was attack.",The next action to take is [attack],You should use [elixer] to fully restore health and MP.
"Player has 360 hp and 45 mp. Enemy has 2263 hp and 665 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was fire spell.",The next action to take is [blizzard spell],You should use [cura spell] to heal more HP.
"Player has 3289 hp and 56 mp. Enemy has 120 hp and 464 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was attack.",The next action to take is [cura spell],Consider using [meteor spell] for more damage.
"Player has 483 hp and 141 mp. Enemy has 4939 hp and 388 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was fire spell.",The next action to take is [potion],You should use [cura spell] to heal more HP.
"Player has 4352 hp and 118 mp. Enemy has 4562 hp and 254 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was cura spell.",The next action to take is [meteor spell],Consider using [meteor spell] for more damage.
"Player has 1913 hp and 141 mp. Enemy has 4455 hp and 517 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was cura spell.",The next action to take is [potion],Consider using [meteor spell] for more damage.
"Player has 3368 hp and 48 mp. Enemy has 3437 hp and 441 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was cura spell.",The next action to take is [attack],Consider using [meteor spell] for more damage.
"Player has 2518 hp and 25 mp. Enemy has 2324 hp and 393 mp. Available actions: attack, fire spell, potion, grenade, elixer. Last enemy move was cura spell.",The next action to take is [elixer],Consider using [fire spell] for more damage.
"Player has 4344 hp and 53 mp. Enemy has 3253 hp and 377 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was attack.",The next action to take is [elixer],Consider using [meteor spell] for more damage.
"Player has 3515 hp and 78 mp. Enemy has 3964 hp and 229 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was fire spell.",The next action to take is [fire spell],Consider using [meteor spell] for more damage.
"Player has 3723 hp and 21 mp. Enemy has 92 hp and 46 mp. Available actions: attack, potion, grenade, elixer. Last enemy move was cura spell.",The next action to take is [attack],Consider using [grenade] for more damage.
"Player has 1026 hp and 125 mp. Enemy has 2265 hp and 605 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was cura spell.",The next action to take is [meteor spell],Consider using [meteor spell] for more damage.
"Player has 2651 hp and 105 mp. Enemy has 2057 hp and 347 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was fire spell.",The next action to take is [thunder spell],Consider using [meteor spell] for more damage.
"Player has 4618 hp and 4 mp. Enemy has 4883 hp and 338 mp. Available actions: attack, potion, grenade, elixer. Last enemy move was attack.",The next action to take is [elixer],Consider using [grenade] for more damage.
"Player has 3417 hp and 83 mp. Enemy has 4794 hp and 213 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was cura spell.",The next action to take is [attack],Consider using [meteor spell] for more damage.
"Player has 1942 hp and 44 mp. Enemy has 3912 hp and 774 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was attack.",The next action to take is [fire spell],Consider using [meteor spell] for more damage.
"Player has 1770 hp and 18 mp. Enemy has 4910 hp and 593 mp. Available actions: attack, potion, grenade, elixer. Last enemy move was cura spell.",The next action to take is [grenade],Consider using [grenade] for more damage.
"Player has 3419 hp and 43 mp. Enemy has 2956 hp and 202 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was attack.",The next action to take is [elixer],Consider using [meteor spell] for more damage.
"Player has 635 hp and 24 mp. Enemy has 4304 hp and 92 mp. Available actions: attack, potion, grenade, elixer. Last enemy move was fire spell.",The next action to take is [attack],You should use [elixer] to fully restore health and MP.
"Player has 1566 hp and 97 mp. Enemy has 4698 hp and 608 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was fire spell.",The next action to take is [potion],Consider using [meteor spell] for more damage.
"Player has 2574 hp and 9 mp. Enemy has 2403 hp and 210 mp. Available actions: attack, potion, grenade, elixer. Last enemy move was fire spell.",The next action to take is [grenade],Consider using [grenade] for more damage.
"Player has 2652 hp and 34 mp. Enemy has 2402 hp and 511 mp. Available actions: attack, fire spell, thunder spell, cura spell, potion, grenade, elixer. Last enemy move was fire spell.",The next action to take is [elixer],Consider using [thunder spell] for more damage.
"Player has 1501 hp and 57 mp. Enemy has 3313 hp and 339 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was cura spell.",The next action to take is [cura spell],Consider using [meteor spell] for more damage.
"Player has 1733 hp and 50 mp. Enemy has 4026 hp and 319 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was attack.",The next action to take is [cura spell],Consider using [meteor spell] for more damage.
"Player has 4816 hp and 30 mp. Enemy has 2460 hp and 256 mp. Available actions: attack, fire spell, thunder spell, potion, grenade, elixer. Last enemy move was cura spell.",The next action to take is [fire spell],Consider using [thunder spell] for more damage.
"Player has 4326 hp and 94 mp. Enemy has 865 hp and 123 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was attack.",The next action to take is [fire spell],Consider using [meteor spell] for more damage.
"Player has 4958 hp and 35 mp. Enemy has 4581 hp and 502 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, cura spell, potion, grenade, elixer. Last enemy move was attack.",The next action to take is [potion],Consider using [blizzard spell] for more damage.
"Player has 4968 hp and 119 mp. Enemy has 3841 hp and 316 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was fire spell.",The next action to take is [attack],Consider using [meteor spell] for more damage.
"Player has 1789 hp and 13 mp. Enemy has 4417 hp and 116 mp. Available actions: attack, potion, grenade, elixer. Last enemy move was cura spell.",The next action to take is [potion],Consider using [grenade] for more damage.
"Player has 4259 hp and 43 mp. Enemy has 3337 hp and 163 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was cura spell.",The next action to take is [cura spell],Consider using [meteor spell] for more damage.
"Player has 4897 hp and 40 mp. Enemy has 4731 hp and 135 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was attack.",The next action to take is [elixer],Consider using [meteor spell] for more damage.
"Player has 1054 hp and 10 mp. Enemy has 2389 hp and 633 mp. Available actions: attack, potion, grenade, elixer. Last enemy move was fire spell.",The next action to take is [potion],Consider using [grenade] for more damage.
"Player has 3591 hp and 98 mp. Enemy has 1744 hp and 43 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was attack.",The next action to take is [elixer],Consider using [meteor spell] for more damage.
"Player has 180 hp and 45 mp. Enemy has 1591 hp and 319 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was attack.",The next action to take is [elixer],You should use [cura spell] to heal more HP.
"Player has 75 hp and 128 mp. Enemy has 1166 hp and 19 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was attack.",The next action to take is [blizzard spell],You should use [cura spell] to heal more HP.
"Player has 4119 hp and 140 mp. Enemy has 3751 hp and 89 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was attack.",The next action to take is [grenade],Consider using [meteor spell] for more damage.
"Player has 90 hp and 2 mp. Enemy has 3267 hp and 613 mp. Available actions: attack, potion, grenade, elixer. Last enemy move was attack.",The next action to take is [elixer],You should use [elixer] to fully restore health and MP.
"Player has 506 hp and 16 mp. Enemy has 244 hp and 193 mp. Available actions: attack, potion, grenade, elixer. Last enemy move was fire spell.",The next action to take is [elixer],Consider using [grenade] for more damage.
"Player has 4623 hp and 94 mp. Enemy has 1087 hp and 648 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was attack.",The next action to take is [fire spell],Consider using [meteor spell] for more damage.
"Player has 3669 hp and 34 mp. Enemy has 877 hp and 504 mp. Available actions: attack, fire spell, thunder spell, cura spell, potion, grenade, elixer. Last enemy move was attack.",The next action to take is [cura spell],Consider using [thunder spell] for more damage.
"Player has 4590 hp and 93 mp. Enemy has 4930 hp and 436 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was cura spell.",The next action to take is [blizzard spell],Consider using [meteor spell] for more damage.
"Player has 688 hp and 66 mp. Enemy has 2376 hp and 711 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was attack.",The next action to take is [blizzard spell],You should use [cura spell] to heal more HP.
"Player has 913 hp and 78 mp. Enemy has 1540 hp and 622 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was fire spell.",The next action to take is [cura spell],Consider using [meteor spell] for more damage.
"Player has 3312 hp and 13 mp. Enemy has 4952 hp and 483 mp. Available actions: attack, potion, grenade, elixer. Last enemy move was cura spell.",The next action to take is [potion],Consider using [grenade] for more damage.
"Player has 2876 hp and 34 mp. Enemy has 4798 hp and 22 mp. Available actions: attack, fire spell, thunder spell, cura spell, potion, grenade, elixer. Last enemy move was fire spell.",The next action to take is [thunder spell],Consider using [thunder spell] for more damage.
"Player has 3878 hp and 140 mp. Enemy has 212 hp and 502 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was cura spell.",The next action to take is [attack],Consider using [meteor spell] for more damage.
